name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.324199914932251
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.324199914932251
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.324199914932251
William Saliba,Arsenal,DEF,5.9,153,4.2,3.324199914932251
Nathan Aké,Man City,DEF,5.0,97,3.6,3.324199914932251
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.324199914932251
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.324199914932251
Son Heung-min,Spurs,MID,9.9,202,6.3,3.324199914932251
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.324199914932251
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.324199914932251
Carlton Morris,Luton,FWD,4.7,140,3.9,3.324199914932251
