name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,3.3225815296173096
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3225815296173096
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3225815296173096
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3225815296173096
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.3225815296173096
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3225815296173096
Phil Foden,Man City,MID,8.4,204,6.4,3.3225815296173096
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3225815296173096
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3225815296173096
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,3.3225815296173096
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.3225815296173096
