name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.345367193222046
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.345367193222046
William Saliba,Arsenal,DEF,5.9,153,4.2,3.345367193222046
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.345367193222046
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.345367193222046
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.345367193222046
Son Heung-min,Spurs,MID,9.9,202,6.3,3.345367193222046
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,3.345367193222046
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.345367193222046
Julián Álvarez,Man City,FWD,6.4,152,4.5,3.345367193222046
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.345367193222046
