name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3123795986175537
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3123795986175537
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.3123795986175537
Nathan Aké,Man City,DEF,5.0,97,3.6,3.3123795986175537
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3123795986175537
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3123795986175537
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3123795986175537
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3123795986175537
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.3123795986175537
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3123795986175537
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3123795986175537
