name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.3481321334838867
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3481321334838867
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3481321334838867
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3481321334838867
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3481321334838867
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3481321334838867
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3481321334838867
Phil Foden,Man City,MID,8.4,204,6.4,3.3481321334838867
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3481321334838867
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.3481321334838867
Carlton Morris,Luton,FWD,4.7,140,3.9,3.3481321334838867
