name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.338162422180176
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.338162422180176
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.338162422180176
Nathan Aké,Man City,DEF,5.0,97,3.6,3.338162422180176
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.338162422180176
Son Heung-min,Spurs,MID,9.9,202,6.3,3.338162422180176
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.338162422180176
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.338162422180176
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,3.338162422180176
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.338162422180176
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.338162422180176
