name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.308710813522339
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.308710813522339
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.308710813522339
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.308710813522339
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.308710813522339
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.308710813522339
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.308710813522339
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.308710813522339
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,3.308710813522339
Erling Haaland,Man City,FWD,14.2,200,7.1,3.308710813522339
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.308710813522339
