name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.331212282180786
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.331212282180786
William Saliba,Arsenal,DEF,5.9,153,4.2,3.331212282180786
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.331212282180786
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.331212282180786
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.331212282180786
Phil Foden,Man City,MID,8.4,204,6.4,3.331212282180786
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.331212282180786
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.331212282180786
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,3.331212282180786
Carlton Morris,Luton,FWD,4.7,140,3.9,3.331212282180786
