name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.37284779548645
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.37284779548645
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.37284779548645
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.37284779548645
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.37284779548645
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.37284779548645
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.37284779548645
Phil Foden,Man City,MID,8.4,204,6.4,3.37284779548645
Son Heung-min,Spurs,MID,9.9,202,6.3,3.37284779548645
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.37284779548645
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.37284779548645
