name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3309102058410645
William Saliba,Arsenal,DEF,5.9,153,4.2,3.3309102058410645
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3309102058410645
Kyle Walker,Man City,DEF,5.4,108,3.7,3.3309102058410645
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3309102058410645
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3309102058410645
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3309102058410645
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3309102058410645
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3309102058410645
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.3309102058410645
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.3309102058410645
