name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,3.3095808029174805
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.3095808029174805
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3095808029174805
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.3095808029174805
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3095808029174805
Phil Foden,Man City,MID,8.4,204,6.4,3.3095808029174805
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3095808029174805
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.3095808029174805
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.3095808029174805
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3095808029174805
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3095808029174805
