name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3806347846984863
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3806347846984863
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3806347846984863
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3806347846984863
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.3806347846984863
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3806347846984863
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3806347846984863
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3806347846984863
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3806347846984863
Erling Haaland,Man City,FWD,14.2,200,7.1,3.3806347846984863
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.3806347846984863
