name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.3235549926757812
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3235549926757812
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.3235549926757812
Nathan Aké,Man City,DEF,5.0,97,3.6,3.3235549926757812
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.3235549926757812
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3235549926757812
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3235549926757812
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3235549926757812
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3235549926757812
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3235549926757812
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3235549926757812
