name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3318772315979004
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3318772315979004
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3318772315979004
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3318772315979004
Nathan Aké,Man City,DEF,5.0,97,3.6,3.3318772315979004
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3318772315979004
Phil Foden,Man City,MID,8.4,204,6.4,3.3318772315979004
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3318772315979004
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3318772315979004
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3318772315979004
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.3318772315979004
