name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3340628147125244
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3340628147125244
Nathan Aké,Man City,DEF,5.0,97,3.6,3.3340628147125244
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3340628147125244
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.3340628147125244
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3340628147125244
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3340628147125244
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,3.3340628147125244
Rodrigo Hernandez,Man City,MID,5.6,145,4.7,3.3340628147125244
Erling Haaland,Man City,FWD,14.2,200,7.1,3.3340628147125244
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3340628147125244
