name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3892972469329834
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3892972469329834
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3892972469329834
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3892972469329834
Nathan Aké,Man City,DEF,5.0,97,3.6,3.3892972469329834
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3892972469329834
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3892972469329834
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3892972469329834
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.3892972469329834
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3892972469329834
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.3892972469329834
