name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3247456550598145
William Saliba,Arsenal,DEF,5.9,153,4.2,3.3247456550598145
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.3247456550598145
Kyle Walker,Man City,DEF,5.4,108,3.7,3.3247456550598145
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3247456550598145
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3247456550598145
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3247456550598145
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3247456550598145
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.3247456550598145
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.3247456550598145
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.3247456550598145
