name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3098161220550537
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3098161220550537
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.3098161220550537
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.3098161220550537
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3098161220550537
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3098161220550537
Phil Foden,Man City,MID,8.4,204,6.4,3.3098161220550537
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3098161220550537
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.3098161220550537
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3098161220550537
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.3098161220550537
