name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.427173376083374
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.427173376083374
William Saliba,Arsenal,DEF,5.9,153,4.2,3.427173376083374
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.427173376083374
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.427173376083374
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.427173376083374
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.427173376083374
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.427173376083374
Rodrigo Hernandez,Man City,MID,5.6,145,4.7,3.427173376083374
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.427173376083374
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.427173376083374
