name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3080101013183594
Kyle Walker,Man City,DEF,5.4,108,3.7,3.3080101013183594
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.3080101013183594
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3080101013183594
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.3080101013183594
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3080101013183594
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3080101013183594
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3080101013183594
Rodrigo Hernandez,Man City,MID,5.6,145,4.7,3.3080101013183594
Erling Haaland,Man City,FWD,14.2,200,7.1,3.3080101013183594
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.3080101013183594
