name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3799338340759277
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3799338340759277
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.3799338340759277
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.3799338340759277
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3799338340759277
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3799338340759277
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3799338340759277
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3799338340759277
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.3799338340759277
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.3799338340759277
Carlton Morris,Luton,FWD,4.7,140,3.9,3.3799338340759277
