name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3186206817626953
Kyle Walker,Man City,DEF,5.4,108,3.7,3.3186206817626953
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.3186206817626953
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3186206817626953
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3186206817626953
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3186206817626953
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3186206817626953
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3186206817626953
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3186206817626953
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.3186206817626953
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.3186206817626953
