name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.306960344314575
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.306960344314575
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.306960344314575
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.306960344314575
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.306960344314575
Son Heung-min,Spurs,MID,9.9,202,6.3,3.306960344314575
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.306960344314575
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.306960344314575
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.306960344314575
Erling Haaland,Man City,FWD,14.2,200,7.1,3.306960344314575
Julián Álvarez,Man City,FWD,6.4,152,4.5,3.306960344314575
