name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.310918092727661
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.310918092727661
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.310918092727661
Nathan Aké,Man City,DEF,5.0,97,3.6,3.310918092727661
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.310918092727661
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.310918092727661
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.310918092727661
Son Heung-min,Spurs,MID,9.9,202,6.3,3.310918092727661
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.310918092727661
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.310918092727661
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.310918092727661
