name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3080506324768066
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3080506324768066
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3080506324768066
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.3080506324768066
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.3080506324768066
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.3080506324768066
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3080506324768066
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3080506324768066
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.3080506324768066
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.3080506324768066
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3080506324768066
