name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.3520047664642334
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.3520047664642334
William Saliba,Arsenal,DEF,5.9,153,4.2,3.3520047664642334
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3520047664642334
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.3520047664642334
Son Heung-min,Spurs,MID,9.9,202,6.3,3.3520047664642334
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.3520047664642334
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3520047664642334
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.3520047664642334
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.3520047664642334
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.3520047664642334
