name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.316662073135376
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.316662073135376
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.316662073135376
Nathan Aké,Man City,DEF,5.0,97,3.6,3.316662073135376
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.316662073135376
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.316662073135376
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.316662073135376
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.316662073135376
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.316662073135376
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.316662073135376
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.316662073135376
