name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.327361822128296
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.327361822128296
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.327361822128296
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.327361822128296
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.327361822128296
Phil Foden,Man City,MID,8.4,204,6.4,3.327361822128296
Son Heung-min,Spurs,MID,9.9,202,6.3,3.327361822128296
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.327361822128296
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.327361822128296
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.327361822128296
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.327361822128296
