name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,0.33740234375
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.33740234375
William Saliba,Arsenal,DEF,5.9,147,4.2,0.33740234375
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,0.33740234375
John Stones,Man City,DEF,5.3,52,3.5,0.33740234375
Son Heung-min,Spurs,MID,9.9,195,6.3,0.33740234375
Kevin De Bruyne,Man City,MID,10.5,82,5.9,0.33740234375
Jarrod Bowen,West Ham,MID,7.6,178,5.6,0.33740234375
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.33740234375
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.33740234375
Carlton Morris,Luton,FWD,4.8,138,3.9,0.33740234375
