name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,0.34192657470703125
William Saliba,Arsenal,DEF,5.9,147,4.2,0.34192657470703125
Kyle Walker,Man City,DEF,5.4,106,3.8,0.34192657470703125
Pedro Porro,Spurs,DEF,5.8,112,3.6,0.34192657470703125
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.34192657470703125
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.34192657470703125
Michael Olise,Crystal Palace,MID,5.6,91,5.7,0.34192657470703125
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.34192657470703125
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,0.34192657470703125
Erling Haaland,Man City,FWD,14.1,179,6.6,0.34192657470703125
Alexander Isak,Newcastle,FWD,8.3,147,5.7,0.34192657470703125
