name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,0.3865242004394531
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.3865242004394531
Kyle Walker,Man City,DEF,5.4,106,3.8,0.3865242004394531
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.3865242004394531
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,0.3865242004394531
Mohamed Salah,Liverpool,MID,13.5,190,6.6,0.3865242004394531
Phil Foden,Man City,MID,8.4,199,6.4,0.3865242004394531
Kevin De Bruyne,Man City,MID,10.5,82,5.9,0.3865242004394531
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,0.3865242004394531
Alexander Isak,Newcastle,FWD,8.3,147,5.7,0.3865242004394531
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,0.3865242004394531
