name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.358931303024292
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.358931303024292
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.358931303024292
Kyle Walker,Man City,DEF,5.4,106,3.8,0.358931303024292
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.358931303024292
Michael Olise,Crystal Palace,MID,5.6,91,5.7,0.358931303024292
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.358931303024292
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,0.358931303024292
Kai Havertz,Arsenal,MID,7.5,163,4.8,0.358931303024292
Erling Haaland,Man City,FWD,14.1,179,6.6,0.358931303024292
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,0.358931303024292
