name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.3436160087585449
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.3436160087585449
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.3436160087585449
Kyle Walker,Man City,DEF,5.4,106,3.8,0.3436160087585449
Manuel Akanji,Man City,DEF,5.0,96,3.7,0.3436160087585449
Phil Foden,Man City,MID,8.4,199,6.4,0.3436160087585449
Son Heung-min,Spurs,MID,9.9,195,6.3,0.3436160087585449
Michael Olise,Crystal Palace,MID,5.6,91,5.7,0.3436160087585449
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,0.3436160087585449
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,0.3436160087585449
Alexander Isak,Newcastle,FWD,8.3,147,5.7,0.3436160087585449
