name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,0.3393728733062744
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.3393728733062744
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.3393728733062744
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.3393728733062744
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,0.3393728733062744
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.3393728733062744
Mohamed Salah,Liverpool,MID,13.5,190,6.6,0.3393728733062744
Phil Foden,Man City,MID,8.4,199,6.4,0.3393728733062744
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.3393728733062744
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,0.3393728733062744
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,0.3393728733062744
