name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,0.33934736251831055
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.33934736251831055
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.33934736251831055
Pedro Porro,Spurs,DEF,5.8,112,3.6,0.33934736251831055
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,0.33934736251831055
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.33934736251831055
Bukayo Saka,Arsenal,MID,9.0,214,6.5,0.33934736251831055
Phil Foden,Man City,MID,8.4,199,6.4,0.33934736251831055
Jarrod Bowen,West Ham,MID,7.6,178,5.6,0.33934736251831055
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,0.33934736251831055
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,0.33934736251831055
