name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,0.3445918560028076
Benjamin White,Arsenal,DEF,6.1,168,4.9,0.3445918560028076
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.3445918560028076
Kyle Walker,Man City,DEF,5.4,106,3.8,0.3445918560028076
Manuel Akanji,Man City,DEF,5.0,96,3.7,0.3445918560028076
Mohamed Salah,Liverpool,MID,13.5,190,6.6,0.3445918560028076
Son Heung-min,Spurs,MID,9.9,195,6.3,0.3445918560028076
Jarrod Bowen,West Ham,MID,7.6,178,5.6,0.3445918560028076
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.3445918560028076
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.3445918560028076
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,0.3445918560028076
