name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,0.34183549880981445
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.34183549880981445
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.34183549880981445
Nathan Aké,Man City,DEF,5.0,95,3.7,0.34183549880981445
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.34183549880981445
Phil Foden,Man City,MID,8.4,199,6.4,0.34183549880981445
Kevin De Bruyne,Man City,MID,10.5,82,5.9,0.34183549880981445
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.34183549880981445
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,0.34183549880981445
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,0.34183549880981445
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,0.34183549880981445
