name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,0.37349629402160645
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,0.37349629402160645
Manuel Akanji,Man City,DEF,5.0,96,3.7,0.37349629402160645
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,0.37349629402160645
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,0.37349629402160645
Cole Palmer,Chelsea,MID,6.2,215,7.2,0.37349629402160645
Phil Foden,Man City,MID,8.4,199,6.4,0.37349629402160645
Son Heung-min,Spurs,MID,9.9,195,6.3,0.37349629402160645
Michael Olise,Crystal Palace,MID,5.6,91,5.7,0.37349629402160645
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,0.37349629402160645
Alexander Isak,Newcastle,FWD,8.3,147,5.7,0.37349629402160645
