name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,0.3402597904205322
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,0.3402597904205322
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,0.3402597904205322
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,0.3402597904205322
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,0.3402597904205322
Mohamed Salah,Liverpool,MID,13.5,190,6.6,0.3402597904205322
Phil Foden,Man City,MID,8.4,199,6.4,0.3402597904205322
Anthony Gordon,Newcastle,MID,6.3,169,5.3,0.3402597904205322
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,0.3402597904205322
Erling Haaland,Man City,FWD,14.1,179,6.6,0.3402597904205322
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,0.3402597904205322
