name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,4.137271881103516
William Saliba,Arsenal,DEF,5.9,153,4.2,4.137271881103516
Joško Gvardiol,Man City,DEF,5.1,94,3.8,4.137271881103516
Pedro Porro,Spurs,DEF,5.8,112,3.5,4.137271881103516
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,4.137271881103516
Cole Palmer,Chelsea,MID,6.2,223,7.2,4.137271881103516
Mohamed Salah,Liverpool,MID,13.4,203,6.8,4.137271881103516
Bukayo Saka,Arsenal,MID,9.0,224,6.6,4.137271881103516
Jarrod Bowen,West Ham,MID,7.6,180,5.5,4.137271881103516
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,4.137271881103516
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,4.137271881103516
