name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.370532989501953
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.370532989501953
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.370532989501953
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.370532989501953
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.370532989501953
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.370532989501953
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.370532989501953
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.370532989501953
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.370532989501953
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.370532989501953
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.370532989501953
