name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.524080991744995
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.524080991744995
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.524080991744995
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.524080991744995
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.524080991744995
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.524080991744995
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.524080991744995
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.524080991744995
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.524080991744995
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.524080991744995
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.524080991744995
