name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,3.6265947818756104
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.6265947818756104
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.6265947818756104
Nathan Aké,Man City,DEF,5.0,97,3.6,3.6265947818756104
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.6265947818756104
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.6265947818756104
Son Heung-min,Spurs,MID,9.9,202,6.3,3.6265947818756104
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.6265947818756104
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.6265947818756104
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.6265947818756104
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.6265947818756104
