name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.350390911102295
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.350390911102295
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.350390911102295
William Saliba,Arsenal,DEF,5.9,153,4.2,3.350390911102295
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.350390911102295
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.350390911102295
Son Heung-min,Spurs,MID,9.9,202,6.3,3.350390911102295
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.350390911102295
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.350390911102295
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.350390911102295
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.350390911102295
