name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.693725824356079
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.693725824356079
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.693725824356079
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.693725824356079
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.693725824356079
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.693725824356079
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.693725824356079
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.693725824356079
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.693725824356079
Erling Haaland,Man City,FWD,14.2,200,7.1,3.693725824356079
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.693725824356079
