name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.6372904777526855
William Saliba,Arsenal,DEF,5.9,153,4.2,3.6372904777526855
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.6372904777526855
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.6372904777526855
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.6372904777526855
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.6372904777526855
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.6372904777526855
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.6372904777526855
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.6372904777526855
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.6372904777526855
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.6372904777526855
