name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.4285175800323486
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.4285175800323486
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.4285175800323486
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.4285175800323486
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.4285175800323486
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.4285175800323486
Phil Foden,Man City,MID,8.4,204,6.4,3.4285175800323486
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.4285175800323486
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.4285175800323486
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.4285175800323486
Darwin Núñez Ribeiro,Liverpool,FWD,7.5,130,3.8,3.4285175800323486
