name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,7.371707439422607
William Saliba,Arsenal,DEF,5.9,153,4.2,7.371707439422607
Kyle Walker,Man City,DEF,5.4,108,3.7,7.371707439422607
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,7.371707439422607
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,7.371707439422607
Mohamed Salah,Liverpool,MID,13.4,203,6.8,7.371707439422607
Phil Foden,Man City,MID,8.4,204,6.4,7.371707439422607
Son Heung-min,Spurs,MID,9.9,202,6.3,7.371707439422607
Michael Olise,Crystal Palace,MID,5.6,107,6.3,7.371707439422607
Alexander Isak,Newcastle,FWD,8.4,154,5.7,7.371707439422607
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,7.371707439422607
