name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.668956756591797
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.668956756591797
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.668956756591797
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.668956756591797
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.668956756591797
Son Heung-min,Spurs,MID,9.9,202,6.3,3.668956756591797
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.668956756591797
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.668956756591797
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.668956756591797
Erling Haaland,Man City,FWD,14.2,200,7.1,3.668956756591797
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.668956756591797
