name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.438180685043335
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.438180685043335
Kyle Walker,Man City,DEF,5.4,108,3.7,3.438180685043335
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.438180685043335
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.438180685043335
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.438180685043335
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.438180685043335
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.438180685043335
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.438180685043335
Erling Haaland,Man City,FWD,14.2,200,7.1,3.438180685043335
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,3.438180685043335
