name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.7361409664154053
Kyle Walker,Man City,DEF,5.4,108,3.7,3.7361409664154053
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.7361409664154053
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.7361409664154053
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.7361409664154053
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.7361409664154053
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.7361409664154053
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.7361409664154053
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.7361409664154053
Erling Haaland,Man City,FWD,14.2,200,7.1,3.7361409664154053
Carlton Morris,Luton,FWD,4.7,140,3.9,3.7361409664154053
