name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.4196674823760986
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.4196674823760986
William Saliba,Arsenal,DEF,5.9,153,4.2,3.4196674823760986
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.4196674823760986
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.4196674823760986
Son Heung-min,Spurs,MID,9.9,202,6.3,3.4196674823760986
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.4196674823760986
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.4196674823760986
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.4196674823760986
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.4196674823760986
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.4196674823760986
