name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,5.0088701248168945
Benjamin White,Arsenal,DEF,6.1,174,5.0,5.0088701248168945
Joško Gvardiol,Man City,DEF,5.1,94,3.8,5.0088701248168945
Manuel Akanji,Man City,DEF,5.0,98,3.6,5.0088701248168945
Pedro Porro,Spurs,DEF,5.8,112,3.5,5.0088701248168945
Cole Palmer,Chelsea,MID,6.2,223,7.2,5.0088701248168945
Son Heung-min,Spurs,MID,9.9,202,6.3,5.0088701248168945
Michael Olise,Crystal Palace,MID,5.6,107,6.3,5.0088701248168945
Kevin De Bruyne,Man City,MID,10.5,84,5.6,5.0088701248168945
Alexander Isak,Newcastle,FWD,8.4,154,5.7,5.0088701248168945
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,5.0088701248168945
