name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.764220952987671
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.764220952987671
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.764220952987671
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.764220952987671
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.764220952987671
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.764220952987671
Son Heung-min,Spurs,MID,9.9,202,6.3,3.764220952987671
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.764220952987671
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.764220952987671
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,3.764220952987671
Darwin Núñez Ribeiro,Liverpool,FWD,7.5,130,3.8,3.764220952987671
