name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,4.319580554962158
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,4.319580554962158
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,4.319580554962158
Nathan Aké,Man City,DEF,5.0,97,3.6,4.319580554962158
Pedro Porro,Spurs,DEF,5.8,112,3.5,4.319580554962158
Cole Palmer,Chelsea,MID,6.2,223,7.2,4.319580554962158
Son Heung-min,Spurs,MID,9.9,202,6.3,4.319580554962158
Michael Olise,Crystal Palace,MID,5.6,107,6.3,4.319580554962158
Anthony Gordon,Newcastle,MID,6.4,175,5.3,4.319580554962158
Erling Haaland,Man City,FWD,14.2,200,7.1,4.319580554962158
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,4.319580554962158
