name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.772918701171875
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.772918701171875
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.772918701171875
Kyle Walker,Man City,DEF,5.4,108,3.7,3.772918701171875
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.772918701171875
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.772918701171875
Phil Foden,Man City,MID,8.4,204,6.4,3.772918701171875
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.772918701171875
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.772918701171875
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.772918701171875
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.772918701171875
