name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.592115879058838
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.592115879058838
William Saliba,Arsenal,DEF,5.9,153,4.2,3.592115879058838
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.592115879058838
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.592115879058838
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.592115879058838
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.592115879058838
Son Heung-min,Spurs,MID,9.9,202,6.3,3.592115879058838
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.592115879058838
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.592115879058838
Taiwo Awoniyi,Nott'm Forest,FWD,6.3,65,3.6,3.592115879058838
