name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,4.259203910827637
Joško Gvardiol,Man City,DEF,5.1,94,3.8,4.259203910827637
Kyle Walker,Man City,DEF,5.4,108,3.7,4.259203910827637
Pedro Porro,Spurs,DEF,5.8,112,3.5,4.259203910827637
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,4.259203910827637
Cole Palmer,Chelsea,MID,6.2,223,7.2,4.259203910827637
Mohamed Salah,Liverpool,MID,13.4,203,6.8,4.259203910827637
Son Heung-min,Spurs,MID,9.9,202,6.3,4.259203910827637
Jarrod Bowen,West Ham,MID,7.6,180,5.5,4.259203910827637
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,4.259203910827637
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,4.259203910827637
