name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.390239715576172
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.390239715576172
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.390239715576172
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.390239715576172
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.390239715576172
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.390239715576172
Phil Foden,Man City,MID,8.4,204,6.4,3.390239715576172
Son Heung-min,Spurs,MID,9.9,202,6.3,3.390239715576172
Ben Brereton,Sheffield Utd,MID,5.0,58,4.8,3.390239715576172
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.390239715576172
Darwin Núñez Ribeiro,Liverpool,FWD,7.5,130,3.8,3.390239715576172
