name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.413860559463501
William Saliba,Arsenal,DEF,5.9,153,4.2,3.413860559463501
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.413860559463501
Nathan Aké,Man City,DEF,5.0,97,3.6,3.413860559463501
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.413860559463501
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.413860559463501
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.413860559463501
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.413860559463501
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.413860559463501
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.413860559463501
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.413860559463501
