name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.3578603267669678
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.3578603267669678
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.3578603267669678
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.3578603267669678
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.3578603267669678
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.3578603267669678
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.3578603267669678
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.3578603267669678
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.3578603267669678
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.3578603267669678
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.3578603267669678
