name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.773157835006714
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.773157835006714
Kyle Walker,Man City,DEF,5.4,108,3.7,3.773157835006714
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.773157835006714
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.773157835006714
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.773157835006714
Son Heung-min,Spurs,MID,9.9,202,6.3,3.773157835006714
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.773157835006714
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.773157835006714
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.773157835006714
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.773157835006714
