name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.613908529281616
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.613908529281616
William Saliba,Arsenal,DEF,5.9,153,4.2,3.613908529281616
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.613908529281616
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.613908529281616
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.613908529281616
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.613908529281616
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.613908529281616
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.613908529281616
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.613908529281616
Rodrigo Muniz Carvalho,Fulham,FWD,4.4,94,3.9,3.613908529281616
