name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,100,3.8,3.5264415740966797
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.5264415740966797
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.5264415740966797
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.5264415740966797
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.5264415740966797
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.5264415740966797
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.5264415740966797
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.5264415740966797
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.5264415740966797
Erling Haaland,Man City,FWD,14.2,200,7.1,3.5264415740966797
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.5264415740966797
